name,state,state_code,type,degree_length,cost_type,in_state,AY2017,AY2016,AY2015,AY2014,AY2013,AY2012,AY2011,AY2010,AY2009
Redlands Community College,Oklahoma,OK,Public,2 Year,total,out,18581,17658,17194,17119,16963,16604,16454,13650,12208
Redlands Community College,Oklahoma,OK,Public,2 Year,tuition,in,4962,4154,3882,3701,3495,3330,3180,3030,2903
Reed College,Oregon,OR,Private,4 Year,total,in,69820,67250,64480,61910,59630,57770,55700,53700,51800
Reed College,Oregon,OR,Private,4 Year,total,out,69820,67250,64480,61910,59630,57770,55700,53700,51800
Reed College,Oregon,OR,Private,4 Year,tuition,in,54200,52150,49940,47760,46010,44460,42800,41200,39700
Reedley College,California,CA,Public,2 Year,total,in,11216,11876,11766,12042,11986,11598,12504,11986,11702
Reedley College,California,CA,Public,2 Year,total,out,16856,17516,17406,17682,17626,17238,17208,16690,16118
Reedley College,California,CA,Public,2 Year,tuition,in,1304,1304,1194,1198,1142,1140,898,658,658
Regent University,Virginia,VA,Private,4 Year,total,in,29159,29218,29028,29028,28368,27838,27635,31720,30410
Regent University,Virginia,VA,Private,4 Year,total,out,29159,29218,29028,29028,28368,27838,27635,31720,30410
Regent University,Virginia,VA,Private,4 Year,tuition,in,17288,16438,16478,16478,15838,15308,12340,12330,11290
Regis College,Massachusetts,MA,Private,4 Year,total,in,57625,56845,54985,52515,50630,48925,47650,45510,43910
Regis College,Massachusetts,MA,Private,4 Year,total,out,57625,56845,54985,52515,50630,48925,47650,45510,43910
Regis College,Massachusetts,MA,Private,4 Year,tuition,in,39820,39040,37540,35750,34380,33060,31785,30300,28900
Regis University,Colorado,CO,Private,4 Year,total,in,51202,49216,48078,47100,46326,46197,45283,44934,43876
Regis University,Colorado,CO,Private,4 Year,total,out,51202,49216,48078,47100,46326,46197,45283,44934,43876
Regis University,Colorado,CO,Private,4 Year,tuition,in,35610,34450,33710,33060,32424,31800,31188,30598,29700
Reinhardt University,Georgia,GA,Private,4 Year,total,in,37748,36652,34894,33656,32794,31902,31356,27852,27242
Reinhardt University,Georgia,GA,Private,4 Year,total,out,37748,36652,34894,33656,32794,31902,31356,27852,27242
Reinhardt University,Georgia,GA,Private,4 Year,tuition,in,22422,21644,20266,19196,18670,18070,17670,17166,16670
Rensselaer Polytechnic Institute,New York,NY,Private,4 Year,total,in,70132,68244,66172,64198,61820,59470,57179,54035,52160
Rensselaer Polytechnic Institute,New York,NY,Private,4 Year,total,out,70132,68244,66172,64198,61820,59470,57179,54035,52160
Rensselaer Polytechnic Institute,New York,NY,Private,4 Year,tuition,in,52305,50797,49341,47908,46269,44475,42704,40680,39165
Rhode Island College,Rhode Island,RI,Public,4 Year,total,in,22952,21640,21231,20336,20053,19572,18964,18682,17666
Rhode Island College,Rhode Island,RI,Public,4 Year,total,out,35465,33301,32892,31034,30751,30270,29250,28574,26746
Rhode Island College,Rhode Island,RI,Public,4 Year,tuition,in,8776,8206,8197,7602,7602,7598,7268,6986,6408
Rhode Island School of Design,Rhode Island,RI,Private,4 Year,total,in,67620,66160,64640,63434,61054,59718,57629,55805,53705
Rhode Island School of Design,Rhode Island,RI,Private,4 Year,total,out,67620,66160,64640,63434,61054,59718,57629,55805,53705
Rhode Island School of Design,Rhode Island,RI,Private,4 Year,tuition,in,48370,47110,45840,44594,42932,41332,39777,38295,36659
Rhodes College,Tennessee,TN,Private,4 Year,total,in,61538,59754,57714,55644,53422,51340,49001,46621,45416
Rhodes College,Tennessee,TN,Private,4 Year,total,out,61538,59754,57714,55644,53422,51340,49001,46621,45416
Rhodes College,Tennessee,TN,Private,4 Year,tuition,in,46504,44942,43224,41572,39794,38092,36464,34580,33710
Rice University,Texas,TX,Private,4 Year,total,in,63158,60518,58253,56316,54291,52242,50171,47871,45637
Rice University,Texas,TX,Private,4 Year,total,out,63158,60518,58253,56316,54291,52242,50171,47871,45637
Rice University,Texas,TX,Private,4 Year,tuition,in,45608,43918,42253,40566,38941,37292,35551,33771,32057
Rider University,New Jersey,NJ,Private,4 Year,total,in,59700,57740,55770,53660,51670,49260,47240,45170,43280
Rider University,New Jersey,NJ,Private,4 Year,total,out,59700,57740,55770,53660,51670,49260,47240,45170,43280
Rider University,New Jersey,NJ,Private,4 Year,tuition,in,41310,39820,38360,36830,35270,33420,31930,30470,29060
Ringling College of Art and Design,Florida,FL,Private,4 Year,total,in,65524,63710,62200,58749,55557,55790,53340,50116,46692
Ringling College of Art and Design,Florida,FL,Private,4 Year,total,out,65524,63710,62200,58749,55557,55790,53340,50116,46692
Ringling College of Art and Design,Florida,FL,Private,4 Year,tuition,in,44560,43040,42020,40040,38540,36640,34840,32290,28880
Ripon College,Wisconsin,WI,Private,4 Year,total,in,52341,49261,45942,44917,42769,41005,39409,37351,35040
Ripon College,Wisconsin,WI,Private,4 Year,total,out,52341,49261,45942,44917,42769,41005,39409,37351,35040
Ripon College,Wisconsin,WI,Private,4 Year,tuition,in,41835,39142,36514,33482,31604,30110,28689,27081,25445
Rivier University,New Hampshire,NH,Private,4 Year,total,in,48158,45902,44450,43282,43227,40351,38883,37617,36319
Rivier University,New Hampshire,NH,Private,4 Year,total,out,48158,45902,44450,43282,43227,40351,38883,37617,36319
Rivier University,New Hampshire,NH,Private,4 Year,tuition,in,31090,30000,29700,28900,28055,26905,25885,24895,23965
Roanoke College,Virginia,VA,Private,4 Year,total,in,59327,57489,55411,53351,51371,49363,46922,44772,42614
Roanoke College,Virginia,VA,Private,4 Year,total,out,59327,57489,55411,53351,51371,49363,46922,44772,42614
Roanoke College,Virginia,VA,Private,4 Year,tuition,in,42819,41429,39791,38177,36597,34971,32900,31214,29584
Robert Morris University,Pennsylvania,PA,Private,4 Year,total,in,46316,44836,43404,41908,40755,39444,37768,36058,34730
Robert Morris University,Pennsylvania,PA,Private,4 Year,total,out,46316,44836,43404,41908,40755,39444,37768,36058,34730
Robert Morris University,Pennsylvania,PA,Private,4 Year,tuition,in,29420,28250,27194,26054,25114,24064,23038,21550,20560
Roberts Wesleyan College,New York,NY,Private,4 Year,total,in,45138,43774,42690,41902,40888,39306,38116,36895,35756
Roberts Wesleyan College,New York,NY,Private,4 Year,total,out,45138,43774,42690,41902,40888,39306,38116,36895,35756
Roberts Wesleyan College,New York,NY,Private,4 Year,tuition,in,30686,29540,28630,28068,27364,26324,25322,24369,23446
Rochester College,Michigan,MI,Private,4 Year,total,in,32028,31170,30334,29596,28890,28780,27716,26424,25120
Rochester College,Michigan,MI,Private,4 Year,total,out,32028,31170,30334,29596,28890,28780,27716,26424,25120
Rochester College,Michigan,MI,Private,4 Year,tuition,in,22312,21662,21028,20486,19920,20010,19122,18056,17362
Rochester Institute of Technology,New York,NY,Private,4 Year,total,in,54714,53094,51068,49361,47627,46083,44475,42786,40950
Rochester Institute of Technology,New York,NY,Private,4 Year,total,out,54714,53094,51068,49361,47627,46083,44475,42786,40950
Rochester Institute of Technology,New York,NY,Private,4 Year,tuition,in,40068,38568,37124,35768,34424,33258,32037,30717,29283
Rockford University,Illinois,IL,Private,4 Year,total,in,43130,42020,40740,39900,38853,38290,37370,36360,35660
Rockford University,Illinois,IL,Private,4 Year,total,out,43130,42020,40740,39900,38853,38290,37370,36360,35660
Rockford University,Illinois,IL,Private,4 Year,tuition,in,30050,29180,28330,27530,26710,26310,25570,24750,24250
Rockhurst University,Missouri,MO,Private,4 Year,total,in,51631,50451,49900,47590,45235,42933,41513,39863,37898
Rockhurst University,Missouri,MO,Private,4 Year,total,out,51631,50451,49900,47590,45235,42933,41513,39863,37898
Rockhurst University,Missouri,MO,Private,4 Year,tuition,in,36590,35670,34790,32865,31290,29840,28660,27340,25840
Rocky Mountain College,Montana,MT,Private,4 Year,total,in,40346,39370,38096,36586,35488,34352,33030,31778,30496
Rocky Mountain College,Montana,MT,Private,4 Year,total,out,40346,39370,38096,36586,35488,34352,33030,31778,30496
Rocky Mountain College,Montana,MT,Private,4 Year,tuition,in,27566,26666,25742,24530,23718,22892,22134,21100,20016
Roger Williams University,Rhode Island,RI,Private,4 Year,total,in,52700,50896,50334,49984,49394,49136,47568,45320,43758
Roger Williams University,Rhode Island,RI,Private,4 Year,total,out,52700,50896,50334,49984,49394,49136,47568,45320,43758
Roger Williams University,Rhode Island,RI,Private,4 Year,tuition,in,33336,32100,31800,31750,31668,31618,30908,29718,28700
Rogers State University,Oklahoma,OK,Public,4 Year,total,in,21830,20179,18361,18168,18451,19897,18213,17901,16873
Rogers State University,Oklahoma,OK,Public,4 Year,total,out,30170,28099,25651,25209,25105,26422,24258,23658,22330
Rogers State University,Oklahoma,OK,Public,4 Year,tuition,in,6870,6540,6009,5725,5351,5047,4777,4513,4277
Rollins College,Florida,FL,Private,4 Year,total,in,67775,67110,64804,62493,59438,57820,55100,54030,52045
Rollins College,Florida,FL,Private,4 Year,total,out,67775,67110,64804,62493,59438,57820,55100,54030,52045
Rollins College,Florida,FL,Private,4 Year,tuition,in,48335,46520,44760,43080,41460,39900,38400,37640,36220
Roosevelt University,Illinois,IL,Private,4 Year,total,in,47490,46646,45432,45032,44632,43650,43200,38260,36194
Roosevelt University,Illinois,IL,Private,4 Year,total,out,47490,46646,45432,45032,44632,43650,43200,38260,36194
Roosevelt University,Illinois,IL,Private,4 Year,tuition,in,28963,28119,27300,26900,26500,25950,25000,23300,21300
Rose-Hulman Institute of Technology,Indiana,IN,Private,4 Year,total,in,65031,62503,60801,58740,57138,55413,53902,51427,49801
Rose-Hulman Institute of Technology,Indiana,IN,Private,4 Year,total,out,65031,62503,60801,58740,57138,55413,53902,51427,49801
Rose-Hulman Institute of Technology,Indiana,IN,Private,4 Year,tuition,in,48012,46210,45141,43683,42654,41478,40447,38470,37360
Rosedale Bible College,Ohio,OH,Private,2 Year,total,in,20798,20308,20276,20318,19037,18792,18293,17843,18275
Rosedale Bible College,Ohio,OH,Private,2 Year,total,out,20798,20308,20276,20318,19037,18792,18293,17843,18275
Rosedale Bible College,Ohio,OH,Private,2 Year,tuition,in,8756,8336,8336,8426,8426,8426,8100,7780,7755
Rosemont College,Pennsylvania,PA,Private,4 Year,total,in,34464,33998,48398,47478,46305,45325,43438,41488,39678
Rosemont College,Pennsylvania,PA,Private,4 Year,total,out,34464,33998,48398,47478,46305,45325,43438,41488,39678
Rosemont College,Pennsylvania,PA,Private,4 Year,tuition,in,19486,19480,32500,31580,30950,30450,29050,27730,26250
Rowan University,New Jersey,NJ,Public,4 Year,total,in,31058,30337,28210,27422,26970,26752,26071,25174,24592
Rowan University,New Jersey,NJ,Public,4 Year,total,out,39526,38607,36324,35376,34776,26752,33651,32532,31666
Rowan University,New Jersey,NJ,Public,4 Year,tuition,in,13422,13108,12864,12616,12380,12380,12019,11676,11234
Rust College,Mississippi,MS,Private,4 Year,total,in,16500,16100,16100,15786,15400,14850,14500,13380,14720
Rust College,Mississippi,MS,Private,4 Year,total,out,16500,16100,16100,15786,15400,14850,14500,13380,14720
Rust College,Mississippi,MS,Private,4 Year,tuition,in,9700,9500,9500,9286,8900,8300,8100,7610,7870
Sacred Heart Major Seminary,Michigan,MI,Private,4 Year,total,in,35589,34536,33442,32635,31767,31012,30112,28820,26867
Sacred Heart Major Seminary,Michigan,MI,Private,4 Year,total,out,35589,34536,33442,32635,31767,31012,30112,28820,26867
Sacred Heart Major Seminary,Michigan,MI,Private,4 Year,tuition,in,19325,18746,18029,17507,17000,16505,16027,15270,14390
Sacred Heart University,Connecticut,CT,Private,4 Year,total,in,58440,56600,55080,54264,53569,52260,50500,48030,44668
Sacred Heart University,Connecticut,CT,Private,4 Year,total,out,58440,56600,55080,54264,53569,52260,50500,48030,44668
Sacred Heart University,Connecticut,CT,Private,4 Year,tuition,in,39820,38300,37170,35750,35050,34030,32724,31440,30298
Saginaw Valley State University,Michigan,MI,Public,4 Year,total,in,21849,21000,20249,19709,19181,18614,18058,17102,16043
Saginaw Valley State University,Michigan,MI,Public,4 Year,total,out,35093,33602,32342,31427,30534,29557,28591,26942,25343
Saginaw Valley State University,Michigan,MI,Public,4 Year,tuition,in,9819,9345,8968,8691,8423,8120,7815,7308,6900
Saint Anselm College,New Hampshire,NH,Private,4 Year,total,in,56846,55270,53738,52086,50394,48655,46970,45705,44255
Saint Anselm College,New Hampshire,NH,Private,4 Year,total,out,56846,55270,53738,52086,50394,48655,46970,45705,44255
Saint Anselm College,New Hampshire,NH,Private,4 Year,tuition,in,40200,39036,37904,36546,35204,33775,32540,31575,30515
Saint Augustine's University,North Carolina,NC,Private,4 Year,total,in,32416,32416,32416,32416,31642,30782,30060,29846,27168
Saint Augustine's University,North Carolina,NC,Private,4 Year,total,out,32416,32416,32416,32416,31642,30782,30060,29846,27168
Saint Augustine's University,North Carolina,NC,Private,4 Year,tuition,in,17890,17890,17890,17890,17890,17160,17160,17160,15690
Saint Cloud State University,Minnesota,MN,Public,4 Year,total,in,20686,20040,19644,18999,19002,18718,18097,17050,16430
Saint Cloud State University,Minnesota,MN,Public,4 Year,total,out,28920,27958,27562,26641,26644,26360,25393,24984,23945
Saint Cloud State University,Minnesota,MN,Public,4 Year,tuition,in,8228,7910,7814,7553,7514,7472,7105,6660,6330
Saint Joseph's College of Maine,Maine,ME,Private,4 Year,total,in,50790,49390,48030,46720,45790,44230,42500,40695,39200
Saint Joseph's College of Maine,Maine,ME,Private,4 Year,total,out,50790,49390,48030,46720,45790,44230,42500,40695,39200
Saint Joseph's College of Maine,Maine,ME,Private,4 Year,tuition,in,34610,33600,32620,31920,30990,30030,28700,27345,26050
Saint Joseph's University,Pennsylvania,PA,Private,4 Year,total,in,60854,59574,59138,57021,54772,53130,52846,51155,49890
Saint Joseph's University,Pennsylvania,PA,Private,4 Year,total,out,60854,59574,59138,57021,54772,53130,52846,51155,49890
Saint Joseph's University,Pennsylvania,PA,Private,4 Year,tuition,in,43880,43020,42180,40580,39040,37830,36640,35230,34090
Saint Leo University,Florida,FL,Private,4 Year,total,in,38492,37392,36388,35910,33200,32364,31590,30628,29700
Saint Leo University,Florida,FL,Private,4 Year,total,out,38492,37392,36388,35910,33200,32364,31590,30628,29700
Saint Leo University,Florida,FL,Private,4 Year,tuition,in,22220,21440,20830,20420,19920,19370,18870,18150,17346
Saint Louis University,Missouri,MO,Private,4 Year,total,in,57214,56014,55536,54684,53438,53448,52096,49990,48460
Saint Louis University,Missouri,MO,Private,4 Year,total,out,57214,56014,55536,54684,53438,53448,52096,49990,48460
Saint Louis University,Missouri,MO,Private,4 Year,tuition,in,42166,40726,39226,37966,36726,35256,33986,32656,31342
Saint Martin's University,Washington,WA,Private,4 Year,total,in,50686,49056,47534,45678,44038,42100,40857,39337,37542
Saint Martin's University,Washington,WA,Private,4 Year,total,out,50686,49056,47534,45678,44038,42100,40857,39337,37542
Saint Martin's University,Washington,WA,Private,4 Year,tuition,in,35656,34356,33194,31688,30284,28740,27897,26677,25182
Saint Mary's College,Indiana,IN,Private,4 Year,total,in,55200,52900,51120,49300,47660,45920,44500,43200,41722
Saint Mary's College,Indiana,IN,Private,4 Year,total,out,55200,52900,51120,49300,47660,45920,44500,43200,41722
Saint Mary's College,Indiana,IN,Private,4 Year,tuition,in,40800,38880,37400,35970,34600,33280,32000,31020,29616
Saint Mary's College of California,California,CA,Private,4 Year,total,in,65524,63047,61227,59327,58365,56536,54742,52379,50404
Saint Mary's College of California,California,CA,Private,4 Year,total,out,65524,63047,61227,59327,58365,56536,54742,52379,50404
Saint Mary's College of California,California,CA,Private,4 Year,tuition,in,45686,44360,42930,41380,39890,38450,37150,35430,33910
Saint Michael's College,Vermont,VT,Private,4 Year,total,in,57560,55455,53905,52155,50920,48960,47370,45630,43595
Saint Michael's College,Vermont,VT,Private,4 Year,total,out,57560,55455,53905,52155,50920,48960,47370,45630,43595
Saint Michael's College,Vermont,VT,Private,4 Year,tuition,in,43640,41975,40750,39375,39015,37510,36240,34845,33215
Saint Peter's University,New Jersey,NJ,Private,4 Year,total,in,54036,52448,50966,49328,47842,46340,44140,41942,39824
Saint Peter's University,New Jersey,NJ,Private,4 Year,total,out,54036,52448,50966,49328,47842,46340,44140,41942,39824
Saint Peter's University,New Jersey,NJ,Private,4 Year,tuition,in,36402,35192,34198,33232,32284,31220,29800,28332,26870
Saint Xavier University,Illinois,IL,Private,4 Year,total,in,47896,46468,44706,43570,41772,40379,38830,36918,35013
Saint Xavier University,Illinois,IL,Private,4 Year,total,out,47896,46468,44706,43570,41772,40379,38830,36918,35013
Saint Xavier University,Illinois,IL,Private,4 Year,tuition,in,33380,32250,30920,30100,28970,28110,27060,25520,24340
Salem College,North Carolina,NC,Private,4 Year,total,in,46080,44665,43710,42660,41600,40800,39524,38380,37370
Salem College,North Carolina,NC,Private,4 Year,total,out,46080,44665,43710,42660,41600,40800,39524,38380,37370
Salem College,North Carolina,NC,Private,4 Year,tuition,in,28566,27406,26236,25356,24566,23839,22720,21965,21380
Salem International University,West Virginia,WV,For Profit,4 Year,total,in,26980,25080,29950,27700,27700,27070,27070,23410,21940
Salem International University,West Virginia,WV,For Profit,4 Year,total,out,26980,25080,29950,27700,27700,27070,27070,23410,21940
Salem International University,West Virginia,WV,For Profit,4 Year,tuition,in,16700,14600,17700,17700,17700,16350,16350,12690,11280
Salem State University,Massachusetts,MA,Public,4 Year,total,in,26224,25482,24211,23254,22084,21849,21280,20113,19443
