name,state,state_code,type,degree_length,cost_type,in_state,AY2017,AY2016,AY2015,AY2014,AY2013,AY2012,AY2011,AY2010,AY2009
Iona College,New York,NY,Private,4 Year,total,out,55864,54334,52654,50950,49295,47678,45696,44000,42550
Iona College,New York,NY,Private,4 Year,tuition,in,37682,36584,35324,34030,32770,31540,30192,28850,27500
Iowa Central Community College,Iowa,IA,Public,2 Year,total,in,15951,15924,14972,14574,13920,12070,11750,13015,12665
Iowa Central Community College,Iowa,IA,Public,2 Year,total,out,18276,18159,17207,16719,15985,14050,13640,14815,14405
Iowa Central Community College,Iowa,IA,Public,2 Year,tuition,in,5340,5580,4890,4710,4520,4380,4200,3990,3840
Iowa Lakes Community College,Iowa,IA,Public,2 Year,total,in,16982,17200,16976,16816,16624,15410,14704,14456,13952
Iowa Lakes Community College,Iowa,IA,Public,2 Year,total,out,17334,17552,17328,17168,16976,15474,14768,14520,14016
Iowa Lakes Community College,Iowa,IA,Public,2 Year,tuition,in,6236,5900,5676,5516,5324,5210,5004,4876,4652
Iowa State University,Iowa,IA,Public,4 Year,total,in,20606,20000,19270,19034,18920,18920,18521,18921,18366
Iowa State University,Iowa,IA,Public,4 Year,total,out,34442,33364,32390,31920,31472,31032,30393,30487,29586
Iowa State University,Iowa,IA,Public,4 Year,tuition,in,8636,8219,7736,7731,7726,7726,7486,6997,6651
Iowa Western Community College,Iowa,IA,Public,2 Year,total,in,18990,18678,18098,17238,15921,15249,14781,14176,13782
Iowa Western Community College,Iowa,IA,Public,2 Year,total,out,19150,18838,18258,17388,16071,15399,14931,14326,13932
Iowa Western Community College,Iowa,IA,Public,2 Year,tuition,in,5664,5472,5216,4560,4755,4285,4195,3960,3900
Itasca Community College,Minnesota,MN,Public,2 Year,total,in,17211,16395,16247,15904,15633,15231,15089,14950,14233
Itasca Community College,Minnesota,MN,Public,2 Year,total,out,18393,17566,17429,17086,16815,16413,16226,16135,15439
Itasca Community College,Minnesota,MN,Public,2 Year,tuition,in,5325,5277,5325,5323,5307,5307,5119,4852,4947
Itawamba Community College,Mississippi,MS,Public,2 Year,total,in,10655,10420,10220,10220,10480,10280,10450,9800,9150
Itawamba Community College,Mississippi,MS,Public,2 Year,total,out,12855,12620,12420,12420,12680,12105,12200,11550,10900
Itawamba Community College,Mississippi,MS,Public,2 Year,tuition,in,2840,2620,2420,2420,2220,2020,2020,1680,1640
Ithaca College,New York,NY,Private,4 Year,total,in,61339,59918,58798,57251,55587,53567,51152,48819,46562
Ithaca College,New York,NY,Private,4 Year,total,out,61339,59918,58798,57251,55587,53567,51152,48819,46562
Ithaca College,New York,NY,Private,4 Year,tuition,in,42884,41776,40658,39532,38400,37000,35278,33630,32060
Jackson College,Michigan,MI,Public,2 Year,total,in,20992,18586,17510,16932,16444,15743,14802,14202,14435
Jackson College,Michigan,MI,Public,2 Year,total,out,23328,20386,19382,18252,17764,17015,16242,15570,15755
Jackson College,Michigan,MI,Public,2 Year,tuition,in,8288,5640,5040,4704,4704,4584,4152,3936,3648
Jackson State University,Mississippi,MS,Public,4 Year,total,in,23096,23069,22212,21240,20640,19694,18746,18568,17127
Jackson State University,Mississippi,MS,Public,4 Year,total,out,33789,33422,32167,30812,29844,28382,26736,25898,23851
Jackson State University,Mississippi,MS,Public,4 Year,tuition,in,7621,7261,6886,6602,6348,5888,5050,5050,4634
Jacksonville State University,Alabama,AL,Public,4 Year,total,in,20560,21132,21132,20237,21237,19128,18748,16868,16378
Jacksonville State University,Alabama,AL,Public,4 Year,total,out,27976,28332,28332,27029,28029,25488,24868,22292,21370
Jacksonville State University,Alabama,AL,Public,4 Year,tuition,in,8166,7500,7500,7092,7092,6360,6120,5424,4992
Jacksonville University,Florida,FL,Private,4 Year,total,in,53150,51513,49150,46800,44670,42824,41194,39630,37693
Jacksonville University,Florida,FL,Private,4 Year,total,out,53150,51513,49150,46800,44670,42824,41194,39630,37693
Jacksonville University,Florida,FL,Private,4 Year,tuition,in,35260,33930,32620,31370,29900,29100,27900,26600,25300
James Madison University,Virginia,VA,Public,4 Year,total,in,26122,24864,24612,24012,22740,22030,21214,20402,19302
James Madison University,Virginia,VA,Public,4 Year,total,out,42522,40638,39746,38872,37218,36018,34504,33166,31434
James Madison University,Virginia,VA,Public,4 Year,tuition,in,10830,10390,10018,9662,9176,8808,8448,7860,7244
Jamestown Community College,New York,NY,Public,2 Year,total,in,18970,18950,18800,18160,17420,16690,15890,15450,14900
Jamestown Community College,New York,NY,Public,2 Year,total,out,23720,23580,23320,22570,21640,20740,19790,19170,18540
Jamestown Community College,New York,NY,Public,2 Year,tuition,in,5670,5500,5360,5080,4810,4610,4410,4230,4140
Jarvis Christian College,Texas,TX,Private,4 Year,total,in,23840,23840,23840,23232,23532,23532,27254,22734,19063
Jarvis Christian College,Texas,TX,Private,4 Year,total,out,23840,23840,23840,23232,23532,23532,27254,22734,19063
Jarvis Christian College,Texas,TX,Private,4 Year,tuition,in,11720,11720,11720,11369,11369,11369,13374,11146,9608
Jefferson College,Missouri,MO,Public,2 Year,total,in,14847,11706,11706,11632,11948,11804,12980,12753,12753
Jefferson College,Missouri,MO,Public,2 Year,total,out,16407,12858,12858,12784,13076,12884,14060,13761,13761
Jefferson College,Missouri,MO,Public,2 Year,tuition,in,4890,3576,3576,3504,3432,3288,3240,3072,3072
Jefferson College of Health Sciences,Virginia,VA,Private,4 Year,total,in,43500,42800,39548,38328,36353,33070,31690,31338,30268
Jefferson College of Health Sciences,Virginia,VA,Private,4 Year,total,out,43500,42800,39548,38328,36353,33070,31690,31338,30268
Jefferson College of Health Sciences,Virginia,VA,Private,4 Year,tuition,in,25850,25150,24400,23380,22400,21330,19750,18810,17740
Jewish Theological Seminary of America,New York,NY,Private,4 Year,total,in,74504,72120,39560,37850,34410,32020,31150,32440,31500
Jewish Theological Seminary of America,New York,NY,Private,4 Year,total,out,74504,72120,39560,37850,34410,32020,31150,32440,31500
Jewish Theological Seminary of America,New York,NY,Private,4 Year,tuition,in,54684,52660,20340,19380,18460,17470,16690,15940,15000
John Brown University,Arkansas,AR,Private,4 Year,total,in,38834,37814,36782,35706,34776,33326,31980,30606,29406
John Brown University,Arkansas,AR,Private,4 Year,total,out,38834,37814,36782,35706,34776,33326,31980,30606,29406
John Brown University,Arkansas,AR,Private,4 Year,tuition,in,26144,25324,24468,23588,22734,21774,20766,19770,18880
John Carroll University,Ohio,OH,Private,4 Year,total,in,55820,53740,52100,50090,48310,46580,44650,42000,40170
John Carroll University,Ohio,OH,Private,4 Year,total,out,55820,53740,52100,50090,48310,46580,44650,42000,40170
John Carroll University,Ohio,OH,Private,4 Year,tuition,in,39990,38490,37180,35800,34480,33180,31710,30250,28840
John Wesley University,North Carolina,NC,Private,4 Year,total,in,26210,26210,25550,19655,19430,19430,19414,21254,20980
John Wesley University,North Carolina,NC,Private,4 Year,total,out,26210,26210,25550,19655,19430,19430,19414,21254,20980
John Wesley University,North Carolina,NC,Private,4 Year,tuition,in,11230,11230,10570,9850,8890,8890,8890,10730,10730
Johns Hopkins University,Maryland,MD,Private,4 Year,total,in,69863,67650,65496,63529,61502,58980,57442,55390,53390
Johns Hopkins University,Maryland,MD,Private,4 Year,total,out,69863,67650,65496,63529,61502,58980,57442,55390,53390
Johns Hopkins University,Maryland,MD,Private,4 Year,tuition,in,52170,50410,48710,47060,45470,43390,42280,40680,39150
Johnson College,Pennsylvania,PA,Private,2 Year,total,in,32447,29335,28594,28394,27765,26560,26045,25005,25817
Johnson College,Pennsylvania,PA,Private,2 Year,total,out,32447,29335,28594,28394,27765,26560,26045,25005,25817
Johnson College,Pennsylvania,PA,Private,2 Year,tuition,in,18567,18235,17614,17514,17195,16630,16462,15872,15305
Johnson University,Tennessee,TN,Private,4 Year,total,in,25048,23460,23219,22337,20802,21352,19760,20052,19100
Johnson University,Tennessee,TN,Private,4 Year,total,out,25048,23460,23219,22337,20802,21352,19760,20052,19100
Johnson University,Tennessee,TN,Private,4 Year,tuition,in,14920,13950,12650,12050,10800,10250,9630,9100,8610
Jones County Junior College,Mississippi,MS,Public,2 Year,total,in,12220,11888,11642,11610,11610,11302,11142,11040,10528
Jones County Junior College,Mississippi,MS,Public,2 Year,total,out,13220,13888,13642,13610,13610,13302,13142,13040,12528
Jones County Junior College,Mississippi,MS,Public,2 Year,tuition,in,3480,3000,2722,2722,2722,2480,2380,2320,2120
Judson College,Alabama,AL,Private,4 Year,total,in,32358,31404,30704,29742,28840,27815,26925,26090,24670
Judson College,Alabama,AL,Private,4 Year,total,out,32358,31404,30704,29742,28840,27815,26925,26090,24670
Judson College,Alabama,AL,Private,4 Year,tuition,in,17896,17376,16868,16258,15630,15100,14460,13900,12890
Judson University,Illinois,IL,Private,4 Year,total,in,42794,41880,41120,40110,40020,39490,38410,36780,35200
Judson University,Illinois,IL,Private,4 Year,total,out,42794,41880,41120,40110,40020,39490,38410,36780,35200
Judson University,Illinois,IL,Private,4 Year,tuition,in,29434,28730,28170,27530,27530,27000,26110,24780,23500
Juniata College,Pennsylvania,PA,Private,4 Year,total,in,58165,56010,53590,51190,49220,47430,45270,43650,42050
Juniata College,Pennsylvania,PA,Private,4 Year,total,out,58165,56010,53590,51190,49220,47430,45270,43650,42050
Juniata College,Pennsylvania,PA,Private,4 Year,tuition,in,43875,42170,40600,38630,37170,35780,34090,32820,31550
Kalamazoo College,Michigan,MI,Private,4 Year,total,in,59267,57116,54766,52654,50800,48547,46732,44988,42862
Kalamazoo College,Michigan,MI,Private,4 Year,total,out,59267,57116,54766,52654,50800,48547,46732,44988,42862
Kalamazoo College,Michigan,MI,Private,4 Year,tuition,in,46840,44857,42946,41161,39450,37810,35920,34417,32643
Kansas City Art Institute,Missouri,MO,Private,4 Year,total,in,54450,52940,51760,52258,50362,47708,46384,45466,43790
Kansas City Art Institute,Missouri,MO,Private,4 Year,total,out,54450,52940,51760,52258,50362,47708,46384,45466,43790
Kansas City Art Institute,Missouri,MO,Private,4 Year,tuition,in,37800,36450,35270,35118,33712,31992,30762,29866,28580
Kansas State University,Kansas,KS,Public,4 Year,total,in,24339,23740,22496,22306,21331,20399,19629,19244,18399
Kansas State University,Kansas,KS,Public,4 Year,total,out,39696,38641,36575,35896,34276,32498,31095,30272,29106
Kansas State University,Kansas,KS,Public,4 Year,tuition,in,10135,9874,9350,9034,8585,8047,7657,7376,6870
Kansas Wesleyan University,Kansas,KS,Private,4 Year,total,in,42904,41574,39860,38200,36400,35000,33600,32000,30800
Kansas Wesleyan University,Kansas,KS,Private,4 Year,total,out,42904,41574,39860,38200,36400,35000,33600,32000,30800
Kansas Wesleyan University,Kansas,KS,Private,4 Year,tuition,in,28980,28000,26600,25200,23800,22600,21400,20200,19200
Kean University,New Jersey,NJ,Public,4 Year,total,in,29261,28937,28561,28008,26624,27085,28684,26647,25184
Kean University,New Jersey,NJ,Public,4 Year,total,out,36163,35704,35163,34417,32847,33127,34496,32236,29819
Kean University,New Jersey,NJ,Public,4 Year,tuition,in,12107,11870,11581,11244,10918,10601,10200,9815,9446
Keene State College,New Hampshire,NH,Public,4 Year,total,in,27284,26753,25690,24982,25084,24614,23260,21460,20428
Keene State College,New Hampshire,NH,Public,4 Year,total,out,36030,35137,33870,32902,32469,31514,30720,29630,28598
Keene State College,New Hampshire,NH,Public,4 Year,tuition,in,13868,13613,13228,12864,12776,12776,11800,10140,9334
Kehilath Yakov Rabbinical Seminary,New York,NY,Private,4 Year,total,in,14125,14025,13825,13700,12800,11900,9500,9100,8700
Kehilath Yakov Rabbinical Seminary,New York,NY,Private,4 Year,total,out,14125,14025,13825,13700,12800,11900,9500,9100,8700
Kehilath Yakov Rabbinical Seminary,New York,NY,Private,4 Year,tuition,in,9700,9600,9400,9300,8600,7800,6200,5800,5500
Kentucky Christian University,Kentucky,KY,Private,4 Year,total,in,33304,32502,31654,29970,30256,29398,27628,26748,24934
Kentucky Christian University,Kentucky,KY,Private,4 Year,total,out,33304,32502,31654,29970,30256,29398,27628,26748,24934
Kentucky Christian University,Kentucky,KY,Private,4 Year,tuition,in,19256,18560,17810,16830,17418,16778,15150,15176,14088
Kentucky Mountain Bible College,Kentucky,KY,Private,4 Year,total,in,13710,13460,13190,12865,12540,12300,11715,11490,11130
Kentucky Mountain Bible College,Kentucky,KY,Private,4 Year,total,out,13710,13460,13190,12865,12540,12300,11715,11490,11130
Kentucky Mountain Bible College,Kentucky,KY,Private,4 Year,tuition,in,7760,7610,7440,7290,7140,6990,6690,6540,6330
Kentucky State University,Kentucky,KY,Public,4 Year,total,in,19167,18660,18626,18194,17506,18522,18120,17612,16466
Kentucky State University,Kentucky,KY,Public,4 Year,total,out,30621,28962,28928,28004,26302,25842,25090,24236,24428
Kentucky State University,Kentucky,KY,Public,4 Year,tuition,in,8184,7754,7754,7404,6276,6096,5808,5720,5686
Kentucky Wesleyan College,Kentucky,KY,Private,4 Year,total,in,39528,36130,35880,34640,32190,31055,29925,28310,26510
Kentucky Wesleyan College,Kentucky,KY,Private,4 Year,total,out,39528,36130,35880,34640,32190,31055,29925,28310,26510
Kentucky Wesleyan College,Kentucky,KY,Private,4 Year,tuition,in,25070,24050,23120,22230,21200,20365,19515,18180,16870
Kenyon College,Ohio,OH,Private,4 Year,total,in,69180,66670,64360,62160,60070,57910,55680,53280,50990
Kenyon College,Ohio,OH,Private,4 Year,total,out,69180,66670,64360,62160,60070,57910,55680,53280,50990
Kenyon College,Ohio,OH,Private,4 Year,tuition,in,53560,51200,49140,47330,45640,44420,42630,40900,40980
Kettering College,Ohio,OH,Private,4 Year,total,in,27285,26308,25362,24048,21762,22056,21245,20429,20328
Kettering College,Ohio,OH,Private,4 Year,total,out,27285,26308,25362,24048,21762,22056,21245,20429,20328
Kettering College,Ohio,OH,Private,4 Year,tuition,in,12408,11808,10944,10440,10032,9425,9168,8784,8770
Kettering University,Michigan,MI,Private,4 Year,total,in,59227,56267,54637,52917,51277,49303,45315,44254,43030
Kettering University,Michigan,MI,Private,4 Year,total,out,59227,56267,54637,52917,51277,49303,45315,44254,43030
Kettering University,Michigan,MI,Private,4 Year,tuition,in,42490,39790,38430,36980,35600,33946,29988,29206,28032
Keuka College,New York,NY,Private,4 Year,total,in,47488,45421,45437,44560,43005,42180,40010,38320,36650
Keuka College,New York,NY,Private,4 Year,total,out,47488,45421,45437,44560,43005,42180,40010,38320,36650
Keuka College,New York,NY,Private,4 Year,tuition,in,30946,29451,28917,28235,27465,26505,25235,24010,22880
Keystone College,Pennsylvania,PA,Private,4 Year,total,in,42120,40700,39200,36200,35500,36000,32520,31670,30780
Keystone College,Pennsylvania,PA,Private,4 Year,total,out,42120,40700,39200,36200,35500,36000,32520,31670,30780
Keystone College,Pennsylvania,PA,Private,4 Year,tuition,in,26670,25798,24300,21900,21300,20400,19620,19020,18420
Kilgore College,Texas,TX,Public,2 Year,total,in,17543,16616,15175,14443,12720,12720,11610,10926,10330
Kilgore College,Texas,TX,Public,2 Year,total,out,18743,17816,16375,15643,13872,13872,12666,11886,11194
Kilgore College,Texas,TX,Public,2 Year,tuition,in,3504,3360,3120,3048,2976,2976,2736,2496,2304
King University,Tennessee,TN,Private,4 Year,total,in,41936,40342,39490,38578,37758,37758,36714,34898,33498
King University,Tennessee,TN,Private,4 Year,total,out,41936,40342,39490,38578,37758,37758,36714,34898,33498
King University,Tennessee,TN,Private,4 Year,tuition,in,28572,27276,26480,25708,24960,24960,24052,22908,21880
King's College,Pennsylvania,PA,Private,4 Year,total,in,52030,50828,48828,47272,45468,43984,41920,40162,38662
King's College,Pennsylvania,PA,Private,4 Year,total,out,52030,50828,48828,47272,45468,43984,41920,40162,38662
King's College,Pennsylvania,PA,Private,4 Year,tuition,in,35830,34720,33090,31816,30310,29174,27680,26644,25644
Knox College,Illinois,IL,Private,4 Year,total,in,56554,54515,52759,51121,49252,46324,43152,41565,40275
Knox College,Illinois,IL,Private,4 Year,total,out,56554,54515,52759,51121,49252,46324,43152,41565,40275
Knox College,Illinois,IL,Private,4 Year,tuition,in,44958,43285,41847,40497,38952,36492,34464,33024,31911
Kutztown University of Pennsylvania,Pennsylvania,PA,Public,4 Year,total,in,27031,24614,24401,23813,22265,23130,20089,19526,18795
Kutztown University of Pennsylvania,Pennsylvania,PA,Public,4 Year,total,out,31019,35706,35219,34263,32389,32956,29627,28350,27231
Kutztown University of Pennsylvania,Pennsylvania,PA,Public,4 Year,tuition,in,9987,9618,9411,9099,8819,8596,8359,7732,7397
Kuyper College,Michigan,MI,Private,4 Year,total,in,30924,30178,29360,28648,27970,27135,26711,25575,23680
Kuyper College,Michigan,MI,Private,4 Year,total,out,30924,30178,29360,28648,27970,27135,26711,25575,23680
Kuyper College,Michigan,MI,Private,4 Year,tuition,in,21090,20342,19544,19084,18454,17950,17526,16390,15218
La Roche College,Pennsylvania,PA,Private,4 Year,total,in,42570,41554,40510,39454,38434,37102,35654,34704,33270
La Roche College,Pennsylvania,PA,Private,4 Year,total,out,42570,41554,40510,39454,38434,37102,35654,34704,33270
La Roche College,Pennsylvania,PA,Private,4 Year,tuition,in,27720,27000,26250,25500,24778,24058,23160,22476,21638
La Salle University,Pennsylvania,PA,Private,4 Year,total,in,45476,56680,56160,54360,51770,49910,47710,45650,44350
La Salle University,Pennsylvania,PA,Private,4 Year,total,out,45476,56680,56160,54360,51770,49910,47710,45650,44350
La Salle University,Pennsylvania,PA,Private,4 Year,tuition,in,29500,41100,41100,39800,38200,36650,35240,33700,32700
La Sierra University,California,CA,Private,4 Year,total,in,45402,44649,43212,42720,41490,40527,39333,38058,36453
La Sierra University,California,CA,Private,4 Year,total,out,45402,44649,43212,42720,41490,40527,39333,38058,36453
La Sierra University,California,CA,Private,4 Year,tuition,in,32130,31590,30471,29895,29103,28314,27231,25881,24773
Lackawanna College,Pennsylvania,PA,Private,2 Year,total,in,28770,27490,26420,25968,25052,24024,23070,22360,21660
Lackawanna College,Pennsylvania,PA,Private,2 Year,total,out,28770,27490,26420,25968,25052,24024,23070,22360,21660
Lackawanna College,Pennsylvania,PA,Private,2 Year,tuition,in,15160,14580,14110,13690,12990,12280,11780,11460,11160
Lafayette College,Pennsylvania,PA,Private,4 Year,total,in,68640,66105,63680,61905,59750,57688,55720,53774,52289
Lafayette College,Pennsylvania,PA,Private,4 Year,total,out,68640,66105,63680,61905,59750,57688,55720,53774,52289
Lafayette College,Pennsylvania,PA,Private,4 Year,tuition,in,51600,49635,47760,46385,44670,42980,41358,39815,38490
LaGrange College,Georgia,GA,Private,4 Year,total,in,45160,43930,42780,41592,40288,38490,36464,34938,32770
LaGrange College,Georgia,GA,Private,4 Year,total,out,45160,43930,42780,41592,40288,38490,36464,34938,32770
LaGrange College,Georgia,GA,Private,4 Year,tuition,in,29480,28490,27540,26620,25690,24462,23272,22208,21094
Lake Erie College,Ohio,OH,Private,4 Year,total,in,44732,43642,42750,41676,40364,40114,39122,39110,38530
Lake Erie College,Ohio,OH,Private,4 Year,total,out,44732,43642,42750,41676,40364,40114,39122,39110,38530
Lake Erie College,Ohio,OH,Private,4 Year,tuition,in,30862,29960,29162,28354,27368,27368,26550,25674,25296
Lake Forest College,Illinois,IL,Private,4 Year,total,in,58675,57000,55130,53545,52000,50000,48000,47000,47000
Lake Forest College,Illinois,IL,Private,4 Year,total,out,58675,57000,55130,53545,52000,50000,48000,47000,47000
Lake Forest College,Illinois,IL,Private,4 Year,tuition,in,45548,44116,42644,41172,39842,38300,36920,35525,34206
Lake Region State College,North Dakota,ND,Public,2 Year,total,in,15216,14778,14693,14111,13807,13354,13150,12900,12500
Lake Region State College,North Dakota,ND,Public,2 Year,total,out,15216,14778,14693,14111,13807,13354,13150,12900,12500
Lake Region State College,North Dakota,ND,Public,2 Year,tuition,in,4336,4203,4138,4074,4037,3908,3908,3908,3908
Lake Superior State University,Michigan,MI,Public,4 Year,total,in,23721,23161,22570,22340,21788,21621,20617,20145,19507
Lake Superior State University,Michigan,MI,Public,4 Year,total,out,23721,23161,27778,27404,26708,26391,25249,28809,27691
Lake Superior State University,Michigan,MI,Public,4 Year,tuition,in,11427,11019,10580,10253,9960,9640,9364,8764,8284
Lakeland University,Wisconsin,WI,Private,4 Year,total,in,41170,39468,37860,36588,35460,33272,31992,31174,30048
Lakeland University,Wisconsin,WI,Private,4 Year,total,out,41170,39468,37860,36588,35460,33272,31992,31174,30048
Lakeland University,Wisconsin,WI,Private,4 Year,tuition,in,27760,26560,25050,24090,22950,21242,20230,19640,18970
Lamar Community College,Colorado,CO,Public,2 Year,total,in,17385,16562,16276,15909,15777,15186,14917,15417,14635
Lamar Community College,Colorado,CO,Public,2 Year,total,out,19698,18890,18496,18274,24676,21296,17412,17059,14635
Lamar Community College,Colorado,CO,Public,2 Year,tuition,in,3908,3720,3546,3357,3174,2962,2934,3676,3043
Lamar University,Texas,TX,Public,4 Year,total,in,22402,21796,21132,20989,21769,22666,21892,19800,17630
Lamar University,Texas,TX,Public,4 Year,total,out,32362,31588,30492,29692,30265,34696,31057,29100,24832
Lamar University,Texas,TX,Public,4 Year,tuition,in,8314,8146,8002,7659,7429,8544,8076,6924,5850
Lancaster Bible College,Pennsylvania,PA,Private,4 Year,total,in,34680,33430,32130,30770,29980,29150,28230,27270,26220
Lancaster Bible College,Pennsylvania,PA,Private,4 Year,total,out,34680,33430,32130,30770,29980,29150,28230,27270,26220
Lancaster Bible College,Pennsylvania,PA,Private,4 Year,tuition,in,22580,21500,19980,18800,18270,17740,17160,16560,15840
Lander University,South Carolina,SC,Public,4 Year,total,in,24500,23483,22752,22118,22300,22150,23804,20754,20160
Lander University,South Carolina,SC,Public,4 Year,total,out,34100,33083,32370,31438,31336,30910,32276,28914,27960
Lander University,South Carolina,SC,Public,4 Year,tuition,in,11700,11200,10752,10418,10100,9792,9504,9154,8760
Landmark College,Vermont,VT,Private,2 Year,total,in,71560,69020,66940,65430,64830,64233,62230,61400,57700
Landmark College,Vermont,VT,Private,2 Year,total,out,71560,69020,66940,65430,64830,64233,62230,61400,57700
Landmark College,Vermont,VT,Private,2 Year,tuition,in,54750,52650,51330,50080,49630,49793,48710,48000,45800
Lane College,Tennessee,TN,Private,4 Year,total,in,21610,20700,20200,19950,18900,17400,16570,16080,15970
Lane College,Tennessee,TN,Private,4 Year,total,out,21610,20700,20200,19950,18900,17400,16570,16080,15970
Lane College,Tennessee,TN,Private,4 Year,tuition,in,10690,10280,9930,9780,9180,8560,8220,8000,8000
Langston University,Oklahoma,OK,Public,4 Year,total,in,20429,20184,18714,17797,16465,16525,15494,15246,14509
Langston University,Oklahoma,OK,Public,4 Year,total,out,27779,27523,26042,24783,21889,23011,21647,21105,20089
Langston University,Oklahoma,OK,Public,4 Year,tuition,in,5936,5734,5042,4603,3815,4255,4112,3831,3827
Laramie County Community College,Wyoming,WY,Public,2 Year,total,in,14236,13964,13802,13424,13302,13362,13010,12602,11560
Laramie County Community College,Wyoming,WY,Public,2 Year,total,out,18748,18236,17786,17408,17094,16962,16418,15956,14824
Laramie County Community College,Wyoming,WY,Public,2 Year,tuition,in,3426,3306,3144,2832,2736,2640,2544,2472,2280
Lasell College,Massachusetts,MA,Private,4 Year,total,in,52900,51000,48750,47250,46000,44800,43300,41300,39400
Lasell College,Massachusetts,MA,Private,4 Year,total,out,52900,51000,48750,47250,46000,44800,43300,41300,39400
Lasell College,Massachusetts,MA,Private,4 Year,tuition,in,34600,33600,32000,31000,30000,29000,27500,26000,25300
Lassen Community College,California,CA,Public,2 Year,total,in,14191,14055,13339,12231,12961,13025,12639,10946,11387
Lassen Community College,California,CA,Public,2 Year,total,out,19015,18879,18115,17007,17737,17801,17415,15722,15947
Lassen Community College,California,CA,Public,2 Year,tuition,in,1127,1127,1127,1127,1127,1127,887,647,647
Lawrence Technological University,Michigan,MI,Private,4 Year,total,in,47482,46948,45370,44699,43061,42203,39846,38957,37538
Lawrence Technological University,Michigan,MI,Private,4 Year,total,out,47482,46948,45370,44699,43061,42203,39846,38957,37538
Lawrence Technological University,Michigan,MI,Private,4 Year,tuition,in,32190,31140,30300,30200,28948,27870,26278,24633,23008
Lawrence University,Wisconsin,WI,Private,4 Year,total,in,58458,56823,55275,53790,51897,50570,48671,45869,43799
Lawrence University,Wisconsin,WI,Private,4 Year,total,out,58458,56823,55275,53790,51897,50570,48671,45869,43799
Lawrence University,Wisconsin,WI,Private,4 Year,tuition,in,46101,44844,43740,42657,41226,40023,38481,36312,34596
Le Moyne College,New York,NY,Private,4 Year,total,in,49995,48700,47500,46200,44900,43500,42000,40500,38500
Le Moyne College,New York,NY,Private,4 Year,total,out,49995,48700,47500,46200,44900,43500,42000,40500,38500
Le Moyne College,New York,NY,Private,4 Year,tuition,in,33905,33030,32250,31340,30460,29460,28380,27340,25780
Lebanon Valley College,Pennsylvania,PA,Private,4 Year,total,in,57390,54930,52940,50970,48630,47050,45200,42885,41470
Lebanon Valley College,Pennsylvania,PA,Private,4 Year,total,out,57390,54930,52940,50970,48630,47050,45200,42885,41470
Lebanon Valley College,Pennsylvania,PA,Private,4 Year,tuition,in,42180,40550,39030,37470,35700,34470,33200,31620,30490
Lee University,Tennessee,TN,Private,4 Year,total,in,31000,30000,29355,27500,26100,24314,23150,22430,21450
Lee University,Tennessee,TN,Private,4 Year,total,out,31000,30000,29355,27500,26100,24314,23150,22430,21450
Lee University,Tennessee,TN,Private,4 Year,tuition,in,16730,15770,15000,14280,13750,13370,12680,12220,11660
Lees-McRae College,North Carolina,NC,Private,4 Year,total,in,42680,41630,41740,39960,39250,37360,35118,34600,33445
Lees-McRae College,North Carolina,NC,Private,4 Year,total,out,42680,41630,41740,39960,39250,37360,35118,34600,33445
Lees-McRae College,North Carolina,NC,Private,4 Year,tuition,in,25878,25648,25404,24150,24150,23950,22564,22414,21875
Lehigh University,Pennsylvania,PA,Private,4 Year,total,in,65925,63075,60575,58835,57145,55515,54020,52520,51050
Lehigh University,Pennsylvania,PA,Private,4 Year,total,out,65925,63075,60575,58835,57145,55515,54020,52520,51050
Lehigh University,Pennsylvania,PA,Private,4 Year,tuition,in,50740,48320,46230,44890,43520,42220,40960,39780,38630
Lenoir-Rhyne University,North Carolina,NC,Private,4 Year,total,in,51510,49340,46960,45672,43360,41074,39904,38230,36750
Lenoir-Rhyne University,North Carolina,NC,Private,4 Year,total,out,51510,49340,46960,45672,43360,41074,39904,38230,36750
Lenoir-Rhyne University,North Carolina,NC,Private,4 Year,tuition,in,35350,33730,32140,30922,29310,27718,26524,25290,24200
Lesley University,Massachusetts,MA,Private,4 Year,total,in,47475,45265,43215,42065,49765,48515,47085,45615,44090
Lesley University,Massachusetts,MA,Private,4 Year,total,out,47475,45265,43215,42065,49765,48515,47085,45615,44090
Lesley University,Massachusetts,MA,Private,4 Year,tuition,in,26675,25875,25095,24375,32375,31575,30545,29525,28400
LeTourneau University,Texas,TX,Private,4 Year,total,in,43388,42408,41638,40288,38775,37424,36040,34110,32020
LeTourneau University,Texas,TX,Private,4 Year,total,out,43388,42408,41638,40288,38775,37424,36040,34110,32020
LeTourneau University,Texas,TX,Private,4 Year,tuition,in,29320,28480,27900,26910,25740,24540,23590,21980,20400
Lewis & Clark College,Oregon,OR,Private,4 Year,total,in,62086,61536,59424,57690,55666,53718,51458,49228,47583
Lewis & Clark College,Oregon,OR,Private,4 Year,total,out,62086,61536,59424,57690,55666,53718,51458,49228,47583
Lewis & Clark College,Oregon,OR,Private,4 Year,tuition,in,46988,46894,45104,43382,41928,40330,38500,36632,35233
Lewis University,Illinois,IL,Private,4 Year,total,in,45440,44100,42100,40685,39335,37970,36645,35290,34190
Lewis University,Illinois,IL,Private,4 Year,total,out,45440,44100,42100,40685,39335,37970,36645,35290,34190
Lewis University,Illinois,IL,Private,4 Year,tuition,in,31250,30050,29040,27830,26780,25770,24770,23780,22990
